instant,dteday,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,season_hour,yr_hour,mnth_hour,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,day_type
249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,3,0,9,0,2,1,3,0.54,0.5152,0.8869565217391304,0.3439434782608696,204,2506,2710,Working Day
250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,3,0,9,0,3,1,2,0.5991666666666667,0.5442291666666667,0.9170833333333333,0.09702083333333333,118,1878,1996,Working Day
251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,3,0,9,0,4,1,3,0.6339130434782608,0.5553608695652174,0.9395652173913043,0.19274782608695654,153,1689,1842,Working Day
252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,3,0,9,0,5,1,3,0.65,0.5789458333333334,0.8979166666666667,0.12437916666666667,417,3127,3544,Working Day
253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,3,0,9,0,6,0,1,0.66,0.6079625,0.75375,0.15360833333333332,1750,3595,5345,Weekend
254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,3,0,9,0,0,0,1,0.6533333333333333,0.6092291666666666,0.71375,0.11505416666666667,1633,3413,5046,Weekend
255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,3,0,9,0,1,1,1,0.6443478260869565,0.6021304347826087,0.6921739130434783,0.08891304347826087,690,4023,4713,Working Day
256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,3,0,9,0,2,1,1,0.6508333333333333,0.6035541666666666,0.7125,0.14180416666666668,701,4062,4763,Working Day
257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,3,0,9,0,3,1,1,0.6733333333333333,0.6268999999999999,0.6970833333333334,0.1673,647,4138,4785,Working Day
258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,3,0,9,0,4,1,1,0.5775,0.5536708333333333,0.7091666666666666,0.27114583333333336,428,3231,3659,Working Day
259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,3,0,9,0,5,1,1,0.4691666666666667,0.461475,0.5904166666666667,0.16418333333333332,742,4018,4760,Working Day
260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,3,0,9,0,6,0,1,0.4916666666666667,0.47851250000000006,0.7183333333333333,0.189675,1434,3077,4511,Weekend
261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,3,0,9,0,0,0,1,0.5075,0.4905375,0.695,0.17848333333333333,1353,2921,4274,Weekend
262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,3,0,9,0,1,1,2,0.5491666666666667,0.529675,0.69,0.15174166666666666,691,3848,4539,Working Day
263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,3,0,9,0,2,1,2,0.5616666666666666,0.5322166666666667,0.88125,0.13495416666666668,438,3203,3641,Working Day
264,2011-09-21,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,3,0,9,0,3,1,1,0.5950000000000001,0.5505333333333333,0.9,0.09640416666666667,539,3813,4352,Working Day
265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,3,0,9,0,4,1,1,0.6283333333333333,0.5549624999999999,0.9020833333333332,0.12812500000000002,555,4240,4795,Working Day
266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,4,0,9,0,5,1,2,0.6091666666666666,0.5221250000000001,0.9725,0.07836666666666667,258,2137,2395,Working Day
267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,4,0,9,0,6,0,1,0.6066666666666667,0.5644125,0.8624999999999999,0.07838333333333333,1776,3647,5423,Weekend
268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,4,0,9,0,0,0,2,0.6341666666666667,0.5726375,0.8450000000000001,0.05037916666666667,1544,3466,5010,Weekend
269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,4,0,9,0,1,1,2,0.6491666666666667,0.5890416666666666,0.8483333333333333,0.1107,684,3946,4630,Working Day
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,4,0,9,0,2,1,1,0.6366666666666666,0.574525,0.8854166666666666,0.11817083333333334,477,3643,4120,Working Day
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,4,0,9,0,3,1,1,0.635,0.5751583333333333,0.84875,0.14862916666666667,480,3427,3907,Working Day
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,4,0,9,0,4,1,1,0.6166666666666667,0.5745125,0.6991666666666667,0.17288333333333336,653,4186,4839,Working Day
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,4,0,9,0,5,1,1,0.5641666666666667,0.5448291666666666,0.6475,0.206475,830,4372,5202,Working Day
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,4,0,10,0,6,0,1,0.41,0.41286249999999997,0.75375,0.29229583333333337,480,1949,2429,Weekend
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,4,0,10,0,0,0,3,0.3566666666666667,0.34531666666666666,0.7916666666666666,0.22201249999999997,616,2302,2918,Weekend
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,4,0,10,0,1,1,1,0.3841666666666667,0.39204583333333337,0.7608333333333334,0.08334583333333334,330,3240,3570,Working Day
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,4,0,10,0,2,1,2,0.4841666666666667,0.4728583333333333,0.71,0.20585416666666667,486,3970,4456,Working Day
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,4,0,10,0,3,1,1,0.5383333333333333,0.5271374999999999,0.6479166666666667,0.17725000000000002,559,4267,4826,Working Day
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,4,0,10,0,4,1,1,0.49416666666666664,0.48042500000000005,0.6208333333333333,0.13495416666666668,639,4126,4765,Working Day
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,4,0,10,0,5,1,1,0.5108333333333334,0.5044041666666667,0.6841666666666667,0.022391666666666667,949,4036,4985,Working Day
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,4,0,10,0,6,0,1,0.5216666666666666,0.5132416666666667,0.7012499999999999,0.04540416666666667,2235,3174,5409,Weekend
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,4,0,10,0,0,0,1,0.5408333333333334,0.5239833333333334,0.7275,0.06344999999999999,2397,3114,5511,Weekend
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,4,0,10,1,1,0,1,0.5708333333333333,0.542925,0.73375,0.04230416666666667,1514,3603,5117,Holiday
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,4,0,10,0,2,1,2,0.5666666666666667,0.5460958333333333,0.80875,0.14304166666666665,667,3896,4563,Working Day
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,4,0,10,0,3,1,2,0.5433333333333333,0.5177166666666667,0.90625,0.24815,217,2199,2416,Working Day
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,4,0,10,0,4,1,2,0.5891666666666667,0.5518041666666667,0.8966666666666666,0.14178749999999998,290,2623,2913,Working Day
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,4,0,10,0,5,1,1,0.5508333333333334,0.529675,0.71625,0.22388333333333335,529,3115,3644,Working Day
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,4,0,10,0,6,0,1,0.5066666666666667,0.49872500000000003,0.48333333333333334,0.25808333333333333,1899,3318,5217,Weekend
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,4,0,10,0,0,0,1,0.5116666666666667,0.5031541666666667,0.48666666666666664,0.28171666666666667,1748,3293,5041,Weekend
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,4,0,10,0,1,1,1,0.5341666666666667,0.510725,0.5795833333333333,0.17537916666666667,713,3857,4570,Working Day
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,4,0,10,0,2,1,1,0.5325000000000001,0.5227208333333333,0.7016666666666667,0.1100875,637,4111,4748,Working Day
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,4,0,10,0,3,1,2,0.5417391304347826,0.5138478260869566,0.8952173913043479,0.2433391304347826,254,2170,2424,Working Day
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,4,0,10,0,4,1,1,0.47583333333333333,0.466525,0.63625,0.42227499999999996,471,3724,4195,Working Day
294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,4,0,10,0,5,1,1,0.4275,0.42359583333333334,0.5741666666666666,0.22139583333333335,676,3628,4304,Working Day
295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,4,0,10,0,6,0,1,0.42250000000000004,0.42549166666666666,0.6291666666666667,0.09266666666666666,1499,2809,4308,Weekend
296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,4,0,10,0,0,0,1,0.4216666666666667,0.4223333333333333,0.74125,0.0995125,1619,2762,4381,Weekend
297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,4,0,10,0,1,1,1,0.4633333333333334,0.4570666666666667,0.7720833333333333,0.11879166666666667,699,3488,4187,Working Day
298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,4,0,10,0,2,1,1,0.4716666666666667,0.46337500000000004,0.6229166666666667,0.16665833333333332,695,3992,4687,Working Day
299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,4,0,10,0,3,1,1,0.48416666666666663,0.47284583333333335,0.7204166666666666,0.14864166666666667,404,3490,3894,Working Day
300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,4,0,10,0,4,1,1,0.47,0.4570458333333334,0.8129166666666666,0.19776249999999998,240,2419,2659,Working Day
301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,4,0,10,0,5,1,1,0.33083333333333337,0.3188125,0.5858333333333333,0.22947916666666668,456,3291,3747,Working Day
302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,4,0,10,0,6,0,3,0.25416666666666665,0.2279125,0.8825,0.35137083333333335,57,570,627,Weekend
303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,4,0,10,0,0,0,1,0.31916666666666665,0.32132916666666667,0.62375,0.17661666666666667,885,2446,3331,Weekend
304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,4,0,10,0,1,1,1,0.34,0.3560625,0.7033333333333333,0.10635,362,3307,3669,Working Day
305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,4,0,11,0,2,1,2,0.4008333333333333,0.39708750000000004,0.68375,0.13557083333333333,410,3658,4068,Working Day
306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,4,0,11,0,3,1,1,0.3775,0.3901333333333333,0.71875,0.08209166666666667,370,3816,4186,Working Day
307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,4,0,11,0,4,1,1,0.4083333333333334,0.40592083333333334,0.7020833333333334,0.13681666666666667,318,3656,3974,Working Day
308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,4,0,11,0,5,1,2,0.4033333333333333,0.40339166666666665,0.6224999999999999,0.2717791666666667,470,3576,4046,Working Day
309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,4,0,11,0,6,0,1,0.32666666666666666,0.32385416666666667,0.5191666666666667,0.1890625,1156,2770,3926,Weekend
310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,4,0,11,0,0,0,1,0.34833333333333333,0.36235833333333334,0.7345833333333333,0.09205416666666666,952,2697,3649,Weekend
311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,4,0,11,0,1,1,1,0.395,0.40087083333333334,0.75875,0.057225,373,3662,4035,Working Day
312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,4,0,11,0,2,1,1,0.4083333333333334,0.41224583333333337,0.7216666666666667,0.0690375,376,3829,4205,Working Day
313,2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,4,0,11,0,3,1,1,0.39999999999999997,0.40907916666666666,0.7583333333333333,0.06219583333333333,305,3804,4109,Working Day
314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,4,0,11,0,4,1,1,0.37999999999999995,0.37372083333333334,0.8133333333333334,0.1890666666666667,190,2743,2933,Working Day
315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,4,0,11,1,5,0,1,0.32416666666666666,0.3068166666666667,0.44625000000000004,0.314675,440,2928,3368,Holiday
316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,4,0,11,0,6,0,1,0.3566666666666667,0.35794166666666666,0.5529166666666666,0.21206250000000001,1275,2792,4067,Weekend
317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,4,0,11,0,0,0,2,0.44083333333333335,0.43055,0.4583333333333333,0.28172083333333336,1004,2713,3717,Weekend
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,4,0,11,0,1,1,1,0.53,0.5246125,0.5870833333333333,0.30659583333333335,595,3891,4486,Working Day
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,4,0,11,0,2,1,1,0.53,0.5075791666666667,0.6887500000000001,0.19963333333333333,449,3746,4195,Working Day
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,4,0,11,0,3,1,2,0.4566666666666667,0.4519875,0.93,0.13682916666666667,145,1672,1817,Working Day
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,4,0,11,0,4,1,2,0.3416666666666666,0.32322083333333335,0.5758333333333333,0.3053625,139,2914,3053,Working Day
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,4,0,11,0,5,1,1,0.27416666666666667,0.27272083333333336,0.41,0.16853333333333334,245,3147,3392,Working Day
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,4,0,11,0,6,0,1,0.32916666666666666,0.32448333333333335,0.5020833333333333,0.22449583333333334,943,2720,3663,Weekend
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,4,0,11,0,0,0,1,0.4633333333333334,0.45705833333333334,0.6845833333333333,0.18594999999999998,787,2733,3520,Weekend
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,4,0,11,0,1,1,2,0.4475,0.44506249999999997,0.91,0.13805416666666667,220,2545,2765,Working Day
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,4,0,11,0,2,1,3,0.4166666666666667,0.4216958333333333,0.9624999999999999,0.11879166666666667,69,1538,1607,Working Day
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,4,0,11,0,3,1,2,0.44083333333333335,0.4305375,0.7579166666666666,0.335825,112,2454,2566,Working Day
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,4,0,11,1,4,0,1,0.37333333333333335,0.3724708333333333,0.5491666666666667,0.16730416666666667,560,935,1495,Holiday
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,4,0,11,0,5,1,1,0.375,0.38067083333333335,0.64375,0.09889583333333334,1095,1697,2792,Working Day
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,4,0,11,0,6,0,1,0.3758333333333333,0.3850875,0.6816666666666666,0.06842083333333333,1249,1819,3068,Weekend
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,4,0,11,0,0,0,1,0.45916666666666667,0.4558,0.6983333333333334,0.20895416666666666,810,2261,3071,Weekend
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,4,0,11,0,1,1,1,0.5034782608695653,0.4901217391304348,0.7430434782608696,0.14212173913043477,253,3614,3867,Working Day
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,4,0,11,0,2,1,1,0.4583333333333333,0.451375,0.8308333333333334,0.25809166666666666,96,2818,2914,Working Day
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,4,0,11,0,3,1,1,0.325,0.31122083333333334,0.6133333333333334,0.27115833333333333,188,3425,3613,Working Day
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,4,0,12,0,4,1,1,0.3125,0.3055541666666666,0.5245833333333333,0.22015833333333334,182,3545,3727,Working Day
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,4,0,12,0,5,1,1,0.31416666666666665,0.3314333333333333,0.6258333333333334,0.10075416666666666,268,3672,3940,Working Day
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,4,0,12,0,6,0,1,0.29916666666666664,0.3106041666666666,0.6129166666666667,0.09578333333333333,706,2908,3614,Weekend
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,4,0,12,0,0,0,1,0.33083333333333337,0.34909999999999997,0.7758333333333334,0.08395833333333334,634,2851,3485,Weekend
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,4,0,12,0,1,1,1,0.3858333333333333,0.393925,0.8270833333333334,0.06220833333333333,233,3578,3811,Working Day
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,4,0,12,0,2,1,2,0.46249999999999997,0.4564,0.9495833333333333,0.23258333333333334,126,2468,2594,Working Day
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,4,0,12,0,3,1,1,0.41,0.40024583333333336,0.9704166666666666,0.266175,50,655,705,Working Day
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,4,0,12,0,4,1,2,0.2658333333333333,0.2569375,0.58,0.24005833333333335,150,3172,3322,Working Day
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,4,0,12,0,5,1,1,0.29083333333333333,0.31754166666666667,0.6958333333333333,0.08271666666666667,261,3359,3620,Working Day
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,4,0,12,0,6,0,2,0.275,0.2664125,0.5075,0.23322083333333332,502,2688,3190,Weekend
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,4,0,12,0,0,0,1,0.22083333333333333,0.2531541666666666,0.49,0.06654166666666667,377,2366,2743,Weekend
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,4,0,12,0,1,1,1,0.2383333333333333,0.27019583333333336,0.6708333333333334,0.06344999999999999,143,3167,3310,Working Day
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,4,0,12,0,2,1,1,0.28250000000000003,0.3011375,0.59,0.14055,155,3368,3523,Working Day
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,4,0,12,0,3,1,1,0.3175,0.33836249999999995,0.66375,0.06095833333333334,178,3562,3740,Working Day
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,4,0,12,0,4,1,1,0.42250000000000004,0.4122375,0.6341666666666667,0.2680416666666667,181,3528,3709,Working Day
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,4,0,12,0,5,1,1,0.375,0.359825,0.5004166666666666,0.260575,178,3399,3577,Working Day
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,4,0,12,0,6,0,1,0.25833333333333336,0.24937083333333332,0.5608333333333334,0.24316666666666667,275,2464,2739,Weekend
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,4,0,12,0,0,0,1,0.2383333333333333,0.24557916666666668,0.58625,0.16977916666666668,220,2211,2431,Weekend
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,4,0,12,0,1,1,1,0.27666666666666667,0.2809333333333333,0.6375000000000001,0.17289583333333333,260,3143,3403,Working Day
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,4,0,12,0,2,1,1,0.3858333333333333,0.3964541666666667,0.5954166666666667,0.06157083333333333,216,3534,3750,Working Day
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,1,0,12,0,3,1,2,0.4283333333333333,0.4280166666666667,0.8583333333333334,0.2214,107,2553,2660,Working Day
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,1,0,12,0,4,1,2,0.42333333333333334,0.42612083333333334,0.7575,0.047275000000000005,227,2841,3068,Working Day
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,1,0,12,0,5,1,3,0.37333333333333335,0.3775125,0.6862499999999999,0.27424583333333336,163,2046,2209,Working Day
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,1,0,12,0,6,0,2,0.3025,0.2992416666666667,0.5425,0.1903041666666667,155,856,1011,Weekend
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,1,0,12,0,0,0,1,0.2747826086956522,0.2799608695652174,0.681304347826087,0.1550913043478261,303,451,754,Weekend
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,1,0,12,1,1,0,1,0.32173913043478264,0.31553478260869566,0.5069565217391304,0.23946521739130433,430,887,1317,Holiday
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,1,0,12,0,2,1,1,0.325,0.32763333333333333,0.7625000000000001,0.18845,103,1059,1162,Working Day
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,1,0,12,0,3,1,1,0.2991304347826087,0.27997391304347824,0.5039130434782608,0.2939608695652174,255,2047,2302,Working Day
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,1,0,12,0,4,1,2,0.24833333333333332,0.2638916666666667,0.5741666666666667,0.11941249999999999,254,2169,2423,Working Day
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,1,0,12,0,5,1,1,0.3116666666666667,0.3188125,0.6366666666666666,0.1343375,491,2508,2999,Working Day
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,1,0,12,0,6,0,2,0.41,0.4141208333333333,0.6158333333333333,0.22015416666666665,665,1820,2485,Weekend
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,1,1,1,0,0,0,1,0.37000000000000005,0.37562083333333335,0.6925,0.19216666666666668,686,1608,2294,Weekend
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,1,1,1,1,1,0,1,0.27304347826086955,0.25230434782608696,0.38130434782608696,0.32966521739130433,244,1707,1951,Holiday
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.36567083333333333,89,2147,2236,Working Day
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,1,1,1,0,3,1,1,0.1075,0.1193375,0.4145833333333333,0.1847,95,2273,2368,Working Day
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,1,1,1,0,4,1,2,0.2658333333333333,0.2784125,0.5241666666666667,0.1299875,140,3132,3272,Working Day
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,1,1,1,0,5,1,1,0.33416666666666667,0.34026666666666666,0.5420833333333334,0.16790833333333333,307,3791,4098,Working Day
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,1,1,1,0,6,0,1,0.3933333333333333,0.3907791666666667,0.5316666666666666,0.17475833333333335,1070,3451,4521,Weekend
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,1,1,1,0,0,0,1,0.33749999999999997,0.34025833333333333,0.465,0.19154166666666664,599,2826,3425,Weekend
